"","tree","week","date_wc","time","species","dm_bulk_g","wm_bulk_g","dry_scan_area","sum_area_cm2","scan_done"
"611",2352,29,2022-07-19,"md","live oak",0.854,1.1974,NA,NA,"scan needed"
"612",2352,33,2022-08-18,"md","live oak",0.5866,0.8983,41.053,43.463057418,"done"
"613",2352,37,2022-09-16,"md","live oak",0.2894,0.4479,11.528,12.204762768,"done"
"614",2352,10,2022-03-08,"pd","live oak",0.653,1.0667,74.241,83.622612447,"done"
"615",2352,12,2022-03-25,"pd","live oak",2.21,3.599,117.278,132.098069026,"done"
"616",2352,13,2022-03-30,"pd","live oak",0.882,1.373,NA,NA,"scan needed"
"617",2352,15,2022-04-11,"pd","live oak",0.157,0.2469,41.898,47.192524566,"done"
"618",2352,17,2022-04-25,"pd","live oak",1.2922,2.02,NA,NA,"scan needed"
"619",2352,19,2022-05-09,"pd","live oak",0.3548,1.66,67.942,71.930603052,"done"
"620",2352,19,2022-05-09,"pd","live oak",0.9112,1.66,67.942,71.930603052,"done"
"621",2352,21,2022-05-23,"pd","live oak",0.629,0.97,41.944,44.406364464,"done"
"622",2352,29,2022-07-19,"pd","live oak",0.275,0.4285,NA,NA,"scan needed"
"623",2352,33,2022-08-18,"pd","live oak",0.472,0.71,37.787,40.005323622,"done"
"624",2352,37,2022-09-12,"pd","live oak",1.279,2.12,82.408,87.245844048,"done"
"625",2354,10,2022-03-08,"md","live oak",0.62,1.0383,71.207,80.205214969,"done"
"626",2354,12,2022-03-25,"md","live oak",0.124,0.211,7.026,7.913854542,"done"
"627",2354,14,2022-04-06,"md","live oak",NA,NA,6.4,27.746924678,"done"
"628",2354,14,2022-04-06,"md","live oak",NA,NA,9.8,27.746924678,"done"
"629",2354,14,2022-04-06,"md","live oak",NA,NA,8.434,27.746924678,"done"
"630",2354,15,2022-04-13,"md","live oak",0.6109,1.414,20.779,82.102016997,"done"
"631",2354,15,2022-04-13,"md","live oak",0.6109,1.414,52.112,82.102016997,"done"
"632",2354,18,2022-05-04,"md","live oak",1.1043,1.8,NA,NA,"scan needed"
"633",2354,19,2022-05-09,"md","live oak",0.7573,1.2485,41.166,43.582691196,"done"
"634",2354,29,2022-07-19,"md","live oak",0.613,0.9121,NA,NA,"scan needed"
"635",2354,33,2022-08-18,"md","live oak",1.0348,1.6821,68.925,72.97131105,"done"
"636",2354,37,2022-09-16,"md","live oak",0.8007,1.1834,41.248,43.669505088,"done"
"637",2354,10,2022-03-08,"pd","live oak",0.849,1.4173,NA,NA,"scan needed"
"638",2354,12,2022-03-25,"pd","live oak",2.663,5.212,200.627,225.979632109,"done"
"639",2354,13,2022-03-30,"pd","live oak",0.669,1.3441,NA,NA,"scan needed"
"640",2354,15,2022-04-11,"pd","live oak",0.545,0.8855,89.307,100.592457669,"done"
"641",2354,17,2022-04-25,"pd","live oak",1.127,1.86,NA,NA,"scan needed"
"642",2354,19,2022-05-09,"pd","live oak",0.7439,1.53,48.352,51.190552512,"done"
"643",2354,19,2022-05-09,"pd","live oak",0.8966,1.53,48.352,51.190552512,"done"
"644",2354,21,2022-05-23,"pd","live oak",0.819,1.31,63.823,67.569793038,"done"
"645",2354,29,2022-07-19,"pd","live oak",0.477,0.7666,NA,NA,"scan needed"
"646",2354,33,2022-08-18,"pd","live oak",1.5666,2.55,111.934,118.505197404,"done"
"647",2354,37,2022-09-12,"pd","live oak",1.8171,2.9861,96.185,101.83163661,"done"
"648",2360,14,2022-04-06,"md","blue oak",NA,NA,5.192,16.264238262,"done"
"649",2360,14,2022-04-06,"md","blue oak",NA,NA,3.924,16.264238262,"done"
"650",2360,14,2022-04-06,"md","blue oak",NA,NA,4.822,16.264238262,"done"
"651",2360,15,2022-04-13,"md","blue oak",0.1026,0.1871,26.324,30.717449276,"done"
"652",2360,17,2022-04-25,"md","blue oak",0.4809,0.85,NA,NA,"scan needed"
"653",2360,18,2022-05-04,"md","blue oak",1.2255,2.156,NA,NA,"scan needed"
"654",2360,21,2022-05-23,"md","blue oak",0.638,1.0896,NA,NA,"scan needed"
"655",2360,29,2022-07-19,"md","blue oak",0.473,0.7464,NA,NA,"scan needed"
"656",2360,33,2022-08-18,"md","blue oak",1.2667,2.0169,81.101,86.646280875,"done"
"657",2360,15,2022-04-11,"pd","blue oak",0.434,0.806,46.12,53.81738188,"done"
"658",2360,17,2022-04-25,"pd","blue oak",1.0463,1.95,NA,NA,"scan needed"
"659",2360,21,2022-05-23,"pd","blue oak",1.213,2.23,86.33,92.23281375,"done"
"660",2360,29,2022-07-19,"pd","blue oak",0.573,0.9487,NA,NA,"scan needed"
"661",2360,33,2022-08-18,"pd","blue oak",0.3188,0.54,22.854,24.41664225,"done"
"662",2360,37,2022-09-12,"pd","blue oak",1.5528,2.7161,82.989,214.546794,"done"
"663",2360,37,2022-09-12,"pd","blue oak",1.5528,2.7161,117.827,214.546794,"done"
"664",2360,37,2022-09-12,"pd","blue oak",1.1195,2.0024,82.989,214.546794,"done"
"665",2360,37,2022-09-12,"pd","blue oak",1.1195,2.0024,117.827,214.546794,"done"
"666",2364,19,2022-05-09,"md","blue oak",0.9361,1.6638,64.602,69.01916175,"done"
"667",2364,19,2022-05-09,"pd","blue oak",0.8566,1.66,63.65,68.00206875,"done"
"668",2364,19,2022-05-09,"pd","blue oak",0.9168,1.66,63.65,68.00206875,"done"
"669",2365,10,2022-03-08,"md","blue oak",NA,2.0149,8.976,10.474085424,"done"
"670",2365,11,2022-03-15,"md","blue oak",0.111,0.2735,29.099,33.955594001,"done"
"671",2365,12,2022-03-25,"md","blue oak",0.483,1.099,38.213,44.590711487,"done"
"672",2365,14,2022-04-06,"md","blue oak",NA,NA,4.13,13.23263466,"done"
"673",2365,14,2022-04-06,"md","blue oak",NA,NA,3.7,13.23263466,"done"
"674",2365,14,2022-04-06,"md","blue oak",NA,NA,3.51,13.23263466,"done"
"675",2365,15,2022-04-13,"md","blue oak",0.7295,1.3667,69.504,81.104148096,"done"
"676",2365,17,2022-04-25,"md","blue oak",0.4975,0.92,NA,NA,"scan needed"
"677",2365,17,2022-04-27,"md","blue oak",0.4975,0.92,NA,NA,"scan needed"
"678",2365,18,2022-05-04,"md","blue oak",0.913,1.615,NA,NA,"scan needed"
"679",2365,19,2022-05-09,"md","blue oak",0.9308,1.6895,61.57,65.77984875,"done"
"680",2365,21,2022-05-23,"md","blue oak",0.549,0.9718,NA,NA,"scan needed"
"681",2365,29,2022-07-19,"md","blue oak",0.463,0.7344,NA,NA,"scan needed"
"682",2365,33,2022-08-18,"md","blue oak",0.4,0.6135,27.139,28.994629125,"done"
"683",2365,37,2022-09-16,"md","blue oak",0.3418,0.5247,23.28,24.87177,"done"
"684",2365,10,2022-03-08,"pd","blue oak",0.206,0.5754,11.126,12.982918274,"done"
"685",2365,11,2022-03-15,"pd","blue oak",0.074,0.182,11.812,13.783410988,"done"
"686",2365,12,2022-03-23,"pd","blue oak",0.712,1.717,NA,NA,"scan needed"
"687",2365,12,2022-03-25,"pd","blue oak",0.712,1.717,60.874,142.067619452,"done"
"688",2365,13,2022-03-30,"pd","blue oak",0.393,0.8271,NA,NA,"scan needed"
"689",2365,15,2022-04-11,"pd","blue oak",0.318,0.6212,40.992,47.833523808,"done"
"690",2365,17,2022-04-25,"pd","blue oak",0.4932,0.963,NA,NA,"scan needed"
"691",2365,17,2022-04-27,"pd","blue oak",0.4932,0.963,NA,NA,"scan needed"
"692",2365,19,2022-05-09,"pd","blue oak",0.9144,1.51,52.064,55.623876,"done"
"693",2365,19,2022-05-09,"pd","blue oak",0.7316,1.51,52.064,55.623876,"done"
"694",2365,21,2022-05-23,"pd","blue oak",0.314,0.58,24.026,25.66877775,"done"
"695",2365,29,2022-07-19,"pd","blue oak",0.448,0.6927,NA,NA,"scan needed"
"696",2365,33,2022-08-18,"pd","blue oak",0.6113,0.97,42.443,45.345040125,"done"
"697",2366,10,2022-03-08,"md","blue oak",0.174,0.72,53.033,61.884154667,"done"
"698",2366,10,2022-03-08,"pd","blue oak",0.227,0.6364,11.75,13.71106325,"done"
"699",2367,11,2022-03-15,"md","blue oak",0.07,0.1725,10.042,11.717999758,"done"
"700",2367,12,2022-03-25,"md","blue oak",0.144,0.359,11.362,13.258306438,"done"
"701",2367,14,2022-04-06,"md","blue oak",NA,NA,2.757,10.895335963,"done"
"702",2367,14,2022-04-06,"md","blue oak",NA,NA,3.523,10.895335963,"done"
"703",2367,14,2022-04-06,"md","blue oak",NA,NA,3.057,10.895335963,"done"
"704",2367,15,2022-04-13,"md","blue oak",0.5775,1.0848,45.597,53.207093703,"done"
"705",2367,17,2022-04-25,"md","blue oak",0.4247,0.787,NA,NA,"scan needed"
"706",2367,17,2022-04-27,"md","blue oak",0.4247,0.787,NA,NA,"scan needed"
"707",2367,18,2022-05-04,"md","blue oak",0.6598,1.154,NA,NA,"scan needed"
"708",2367,19,2022-05-09,"md","blue oak",0.8552,1.5878,54.611,58.345027125,"done"
"709",2367,21,2022-05-23,"md","blue oak",0.737,1.2738,NA,NA,"scan needed"
"710",2367,29,2022-07-19,"md","blue oak",0.114,0.1706,NA,NA,"scan needed"
"711",2367,33,2022-08-18,"md","blue oak",0.579,0.9393,36.875,39.396328125,"done"
"712",2367,37,2022-09-16,"md","blue oak",0.2873,0.4703,16.047,17.144213625,"done"
"713",2367,10,2022-03-08,"pd","blue oak",0.101,0.3003,5.581,6.512463319,"done"
"714",2367,15,2022-04-11,"pd","blue oak",0.306,0.5864,31.088,36.276556112,"done"
"715",2367,17,2022-04-25,"pd","blue oak",1.2522,2.46,NA,NA,"scan needed"
"716",2367,17,2022-04-27,"pd","blue oak",1.2522,2.46,NA,NA,"scan needed"
"717",2367,19,2022-05-09,"pd","blue oak",0.8368,1.85,64.62,69.0383925,"done"
"718",2367,19,2022-05-09,"pd","blue oak",0.9577,1.85,64.62,69.0383925,"done"
"719",2367,21,2022-05-23,"pd","blue oak",0.452,0.82,28.298,30.23287575,"done"
"720",2367,29,2022-07-19,"pd","blue oak",0.369,0.5822,NA,NA,"scan needed"
"721",2367,33,2022-08-18,"pd","blue oak",0.7891,1.26,52.993,56.616396375,"done"
"722",2369,10,2022-03-08,"md","blue oak",0.541,1.0269,57.016,66.531913384,"done"
"723",2369,11,2022-03-15,"md","blue oak",0.088,0.2188,NA,NA,"scan needed"
"724",2369,12,2022-03-25,"md","blue oak",0.287,0.669,21.329,24.888788771,"done"
"725",2369,14,2022-04-06,"md","blue oak",NA,NA,4.286,17.250267917,"done"
"726",2369,14,2022-04-06,"md","blue oak",NA,NA,5.139,17.250267917,"done"
"727",2369,14,2022-04-06,"md","blue oak",NA,NA,5.358,17.250267917,"done"
"728",2369,17,2022-04-25,"md","blue oak",1.0332,1.88,NA,NA,"scan needed"
"729",2369,17,2022-04-27,"md","blue oak",1.0332,1.88,NA,NA,"scan needed"
"730",2369,18,2022-05-04,"md","blue oak",1.1619,2.019,NA,NA,"scan needed"
"731",2369,19,2022-05-09,"md","blue oak",0.5253,0.9537,34.044,36.3717585,"done"
"732",2369,21,2022-05-23,"md","blue oak",1.314,2.36,NA,NA,"scan needed"
"733",2369,33,2022-08-18,"md","blue oak",0.7698,1.201,42.626,45.54055275,"done"
"734",2369,10,2022-03-08,"pd","blue oak",0.248,0.5514,6.436,17.062397178,"done"
"735",2369,10,2022-03-08,"pd","blue oak",0.248,0.5514,8.186,17.062397178,"done"
"736",2369,11,2022-03-15,"pd","blue oak",0.044,0.1071,17.08,24.907459155,"done"
"737",2369,11,2022-03-15,"pd","blue oak",0.044,0.1071,4.265,24.907459155,"done"
"738",2369,13,2022-03-30,"pd","blue oak",0.4,0.8397,NA,NA,"scan needed"
"739",2369,15,2022-04-11,"pd","blue oak",0.447,0.8359,40.862,47.681826938,"done"
"740",2369,17,2022-04-25,"pd","blue oak",0.7407,1.39,NA,NA,"scan needed"
"741",2369,17,2022-04-27,"pd","blue oak",0.7407,1.39,NA,NA,"scan needed"
"742",2369,19,2022-05-09,"pd","blue oak",0.5188,1.98,65.565,70.048006875,"done"
"743",2369,19,2022-05-09,"pd","blue oak",1.0355,1.98,65.565,70.048006875,"done"
"744",2369,21,2022-05-23,"pd","blue oak",0.839,1.54,52.215,55.785200625,"done"
"745",2369,29,2022-07-19,"pd","blue oak",0.343,0.5218,NA,NA,"scan needed"
"746",2369,33,2022-08-18,"pd","blue oak",0.5555,0.84,36.753,39.265986375,"done"
"747",2369,37,2022-09-12,"pd","blue oak",0.9891,1.7068,67.378,71.98497075,"done"
"748",2370,14,2022-04-06,"md","blue oak",NA,NA,14.286,28.648537349,"done"
"749",2370,14,2022-04-06,"md","blue oak",NA,NA,5.12,28.648537349,"done"
"750",2370,14,2022-04-06,"md","blue oak",NA,NA,5.145,28.648537349,"done"
"751",2370,15,2022-04-13,"md","blue oak",0.3384,0.659,31.367,36.602120933,"done"
"752",2370,17,2022-04-25,"md","blue oak",0.2794,0.54,NA,NA,"scan needed"
"753",2370,18,2022-05-04,"md","blue oak",0.8194,1.478,NA,NA,"scan needed"
"754",2370,19,2022-05-09,"md","blue oak",0.6274,1.1691,NA,NA,"scan needed"
"755",2370,29,2022-07-19,"md","blue oak",0.171,0.3612,NA,NA,"scan needed"
"756",2370,33,2022-08-18,"md","blue oak",0.6056,0.9455,34.407,36.759578625,"done"
"757",2370,37,2022-09-16,"md","blue oak",0.293,0.4773,17.205,18.381391875,"done"
"758",2370,15,2022-04-11,"pd","blue oak",0.149,0.3267,15.082,17.599170718,"done"
"759",2370,17,2022-04-25,"pd","blue oak",0.9311,1.81,39.471,46.058670429,"done"
"760",2370,21,2022-05-23,"pd","blue oak",0.207,0.35,12.841,13.719003375,"done"
"761",2370,29,2022-07-19,"pd","blue oak",0.345,0.5509,NA,NA,"scan needed"
"762",2370,33,2022-08-18,"pd","blue oak",0.7653,1.23,47.195,50.421958125,"done"
"763",2370,37,2022-09-12,"pd","blue oak",0.6557,1.127,38.71,41.35679625,"done"
"764",2371,14,2022-04-06,"md","blue oak",NA,NA,1.677,5.371236097,"done"
"765",2371,14,2022-04-06,"md","blue oak",NA,NA,2.926,5.371236097,"done"
"766",2371,15,2022-04-13,"md","blue oak",0.4127,0.8623,43.588,50.862793612,"done"
"767",2371,17,2022-04-25,"md","blue oak",0.485,0.93,NA,NA,"scan needed"
"768",2371,18,2022-05-04,"md","blue oak",0.8816,1.548,NA,NA,"scan needed"
"769",2371,19,2022-05-09,"md","blue oak",0.899,1.676,60.272,64.393098,"done"
"770",2371,29,2022-07-19,"md","blue oak",0.385,0.6203,NA,NA,"scan needed"
"771",2371,37,2022-09-16,"md","blue oak",0.4057,0.6613,24.721,26.411298375,"done"
"772",2371,12,2022-03-25,"pd","blue oak",0.095,0.302,6.061,7.072574839,"done"
"773",2371,13,2022-03-30,"pd","blue oak",0.11,0.3013,NA,NA,"scan needed"
"774",2371,15,2022-04-11,"pd","blue oak",0.41,0.8597,45.617,53.230431683,"done"
"775",2371,17,2022-04-25,"pd","blue oak",0.8655,1.78,NA,NA,"scan needed"
"776",2371,19,2022-05-09,"pd","blue oak",0.7568,1.55,57.539,61.473229125,"done"
"777",2371,19,2022-05-09,"pd","blue oak",0.8777,1.55,57.539,61.473229125,"done"
"778",2371,21,2022-05-23,"pd","blue oak",0.681,1.27,47.815,51.084350625,"done"
"779",2371,29,2022-07-19,"pd","blue oak",0.405,0.6726,NA,NA,"scan needed"
"780",2371,33,2022-08-18,"pd","blue oak",0.6819,1.16,41.38,44.2093575,"done"
"781",2371,37,2022-09-12,"pd","blue oak",1.3304,2.4725,86.068,91.9528995,"done"
"782",2372,14,2022-04-06,"md","blue oak",NA,NA,3.233,13.604875441,"done"
"783",2372,14,2022-04-06,"md","blue oak",NA,NA,4.144,13.604875441,"done"
"784",2372,14,2022-04-06,"md","blue oak",NA,NA,4.282,13.604875441,"done"
"785",2372,17,2022-04-25,"md","blue oak",0.8564,1.58,NA,NA,"scan needed"
"786",2372,18,2022-05-04,"md","blue oak",0.7525,1.319,NA,NA,"scan needed"
"787",2372,19,2022-05-09,"md","blue oak",0.4875,0.8951,33.447,35.733938625,"done"
"788",2372,29,2022-07-19,"md","blue oak",0.464,0.7412,NA,NA,"scan needed"
"789",2372,37,2022-09-16,"md","blue oak",0.4282,0.6967,25.961,27.736083375,"done"
"790",2372,12,2022-03-25,"pd","blue oak",0.299,0.892,20.548,23.977440652,"done"
"791",2372,15,2022-04-11,"pd","blue oak",0.288,0.6786,37.4,43.6420226,"done"
"792",2372,17,2022-04-25,"pd","blue oak",0.6827,1.31,NA,NA,"scan needed"
"793",2372,19,2022-05-09,"pd","blue oak",0.4757,1.35,49.425,52.804434375,"done"
"794",2372,19,2022-05-09,"pd","blue oak",0.7204,1.35,49.425,52.804434375,"done"
"795",2372,21,2022-05-23,"pd","blue oak",0.361,0.68,25.198,26.92091325,"done"
"796",2372,29,2022-07-19,"pd","blue oak",0.573,0.9217,NA,NA,"scan needed"
"797",2372,33,2022-08-18,"pd","blue oak",0.8655,1.5,50.895,54.374945625,"done"
"798",2372,37,2022-09-12,"pd","blue oak",2.1479,3.8426,134.849,144.069300375,"done"
"799",2373,12,2022-03-25,"pd","blue oak",0.333,1.074,36.542,42.640823258,"done"
"800",2374,15,2022-04-13,"md","blue oak",0.3975,0.797,39.819,46.464751281,"done"
"801",2375,14,2022-04-06,"md","blue oak",NA,NA,3.382,6.909208979,"done"
"802",2375,14,2022-04-06,"md","blue oak",NA,NA,2.539,6.909208979,"done"
"803",2375,15,2022-04-13,"md","blue oak",0.6189,1.2328,53.213,62.094196487,"done"
"804",2375,18,2022-05-04,"md","blue oak",1.0471,1.864,NA,NA,"scan needed"
"805",2375,19,2022-05-09,"md","blue oak",0.9088,1.6834,53.149,56.783062875,"done"
"806",2375,21,2022-05-23,"md","blue oak",0.709,1.2501,NA,NA,"scan needed"
"807",2375,29,2022-07-19,"md","blue oak",0.271,0.4273,NA,NA,"scan needed"
"808",2375,33,2022-08-18,"md","blue oak",1.0494,1.6816,51.012,54.4999455,"done"
"809",2375,37,2022-09-16,"md","blue oak",0.7662,1.2783,40.036,42.7734615,"done"
"810",2375,15,2022-04-11,"pd","blue oak",0.38,0.7979,42.188,49.229135012,"done"
"811",2375,17,2022-04-25,"pd","blue oak",0.5818,1.14,NA,NA,"scan needed"
"812",2375,21,2022-05-23,"pd","blue oak",0.378,0.7,21.528,22.999977,"done"
"813",2375,29,2022-07-19,"pd","blue oak",0.615,1.0465,NA,NA,"scan needed"
"814",2375,33,2022-08-18,"pd","blue oak",0.6262,1.05,37.715,40.293763125,"done"
"815",2376,10,2022-03-08,"md","live oak",1.089,1.8261,56.063,134.382341302,"done"
"816",2376,10,2022-03-08,"md","live oak",1.089,1.8261,63.243,134.382341302,"done"
"817",2376,12,2022-03-25,"md","live oak",0.641,1.072,120.139,169.88993461,"done"
"818",2376,12,2022-03-25,"md","live oak",0.641,1.072,30.691,169.88993461,"done"
"819",2376,14,2022-04-06,"md","live oak",NA,NA,18.018,38.698591019,"done"
"820",2376,14,2022-04-06,"md","live oak",NA,NA,6.901,38.698591019,"done"
"821",2376,14,2022-04-06,"md","live oak",NA,NA,9.438,38.698591019,"done"
"822",2376,15,2022-04-13,"md","live oak",1.2531,2.0487,71.621,80.671530907,"done"
"823",2376,17,2022-04-25,"md","live oak",0.9889,1.61,NA,NA,"scan needed"
"824",2376,18,2022-05-04,"md","live oak",1.9052,3.026,NA,NA,"scan needed"
"825",2376,19,2022-05-09,"md","live oak",0.5065,0.8249,41.566,70.207029684,"done"
"826",2376,19,2022-05-09,"md","live oak",0.5065,0.8249,24.748,70.207029684,"done"
"827",2376,21,2022-05-23,"md","live oak",1.543,2.4472,NA,NA,"scan needed"
"828",2376,29,2022-07-19,"md","live oak",1.204,1.8796,NA,NA,"scan needed"
"829",2376,33,2022-08-18,"md","live oak",2.1501,3.3304,96.044,101.682359064,"done"
"830",2376,37,2022-09-16,"md","live oak",1.0273,1.574,51.003,53.997182118,"done"
"831",2376,10,2022-03-08,"pd","live oak",1.232,2.0767,NA,NA,"scan needed"
"832",2376,12,2022-03-25,"pd","live oak",2.454,4.237,61.471,69.238905857,"done"
"833",2376,15,2022-04-11,"pd","live oak",0.961,1.5208,31.022,34.942157074,"done"
"834",2376,17,2022-04-25,"pd","live oak",3.3163,5.51,NA,NA,"scan needed"
"835",2376,19,2022-05-09,"pd","live oak",0.8193,1.99,NA,NA,"scan needed"
"836",2376,19,2022-05-09,"pd","live oak",0.4989,1.99,NA,NA,"scan needed"
"837",2376,21,2022-05-23,"pd","live oak",0.88,1.46,47.042,49.803647652,"done"
"838",2376,33,2022-08-18,"pd","live oak",1.1963,1.86,67.528,71.492298768,"done"
"839",2376,37,2022-09-12,"pd","live oak",1.8557,2.9082,94.612,100.166292072,"done"
"840",2377,10,2022-03-08,"md","live oak",0.257,0.5743,52.907,59.592698869,"done"
"841",2377,12,2022-03-25,"md","live oak",1.472,2.672,64.567,72.726138089,"done"
"842",2377,14,2022-04-06,"md","live oak",NA,NA,6.823,15.380541385,"done"
"843",2377,14,2022-04-06,"md","live oak",NA,NA,6.832,15.380541385,"done"
"844",2377,15,2022-04-13,"md","live oak",0.7148,1.3205,29.053,106.627532055,"done"
"845",2377,15,2022-04-13,"md","live oak",0.7148,1.3205,65.612,106.627532055,"done"
"846",2377,17,2022-04-25,"md","live oak",1.2068,1.96,NA,NA,"scan needed"
"847",2377,18,2022-05-04,"md","live oak",1.12,1.778,NA,NA,"scan needed"
"848",2377,19,2022-05-09,"md","live oak",1.0575,1.8462,53.665,56.81545749,"done"
"849",2377,21,2022-05-23,"md","live oak",0.754,1.1828,NA,NA,"scan needed"
"850",2377,33,2022-08-18,"md","live oak",0.5927,0.8438,21.084,22.321757304,"done"
"851",2377,37,2022-09-15,"md","live oak",0.9714,1.497,32.938,34.871658228,"done"
"852",2377,15,2022-04-11,"pd","live oak",1.101,1.7582,75.317,84.834583339,"done"
"853",2377,17,2022-04-25,"pd","live oak",1.5068,2.47,NA,NA,"scan needed"
"854",2377,19,2022-05-09,"pd","live oak",1.0924,1.87,56.593,59.915348658,"done"
"855",2377,19,2022-05-09,"pd","live oak",1.0378,1.87,56.593,59.915348658,"done"
"856",2377,21,2022-05-23,"pd","live oak",0.672,1.04,29.619,31.357813014,"done"
"857",2377,29,2022-07-19,"pd","live oak",0.488,0.75,NA,NA,"scan needed"
"858",2377,37,2022-09-12,"pd","live oak",1.0241,1.6427,36.371,38.506195926,"done"
"859",2378,10,2022-03-08,"md","blue oak",0.345,0.8256,51.556,60.160644844,"done"
"860",2378,12,2022-03-25,"md","blue oak",1.078,2.265,84.942,99.118734858,"done"
"861",2378,14,2022-04-06,"md","blue oak",NA,NA,5.586,19.260834894,"done"
"862",2378,14,2022-04-06,"md","blue oak",NA,NA,5.249,19.260834894,"done"
"863",2378,14,2022-04-06,"md","blue oak",NA,NA,5.671,19.260834894,"done"
"864",2378,15,2022-04-13,"md","blue oak",0.634,1.1839,56.382,65.792099418,"done"
"865",2378,17,2022-04-25,"md","blue oak",1.1816,2.18,NA,NA,"scan needed"
"866",2378,18,2022-05-04,"md","blue oak",0.9979,1.803,NA,NA,"scan needed"
"867",2378,21,2022-05-23,"md","blue oak",1.106,1.947,NA,NA,"scan needed"
"868",2378,29,2022-07-19,"md","blue oak",0.403,0.6502,NA,NA,"scan needed"
"869",2378,33,2022-08-18,"md","blue oak",0.9606,1.5792,56.66,60.5341275,"done"
"870",2378,37,2022-09-15,"md","blue oak",0.6031,0.985,39.359,42.050171625,"done"
"871",2378,10,2022-03-08,"pd","blue oak",1.308,3.1114,NA,NA,"scan needed"
"872",2378,12,2022-03-25,"pd","blue oak",0.951,2.082,80.346,93.755667054,"done"
"873",2378,13,2022-03-30,"pd","blue oak",0.697,1.4118,NA,NA,"scan needed"
"874",2378,15,2022-04-11,"pd","blue oak",0.766,1.4301,67.871,79.198602029,"done"
"875",2378,17,2022-04-25,"pd","blue oak",0.8586,1.64,NA,NA,"scan needed"
"876",2378,19,2022-05-09,"pd","blue oak",0.8959,1.64,69.452,74.2007805,"done"
"877",2378,19,2022-05-09,"pd","blue oak",0.8237,1.64,69.452,74.2007805,"done"
"878",2378,21,2022-05-23,"pd","blue oak",0.587,1.09,42.702,45.62174925,"done"
"879",2378,29,2022-07-19,"pd","blue oak",0.464,0.7702,NA,NA,"scan needed"
"880",2378,33,2022-08-18,"pd","blue oak",0.8376,1.37,50.591,54.050159625,"done"
"881",2378,37,2022-09-12,"pd","blue oak",0.9834,1.7938,66.363,70.900570125,"done"
"882",2379,12,2022-03-25,"md","blue oak",0.84,1.695,60.959,71.132996141,"done"
"883",2379,14,2022-04-06,"md","blue oak",NA,NA,4.033,8.727237621,"done"
"884",2379,14,2022-04-06,"md","blue oak",NA,NA,3.446,8.727237621,"done"
"885",2379,15,2022-04-13,"md","blue oak",0.9419,1.707,89.92,104.92755808,"done"
"886",2379,17,2022-04-25,"md","blue oak",0.5779,1.07,NA,NA,"scan needed"
"887",2379,18,2022-05-04,"md","blue oak",0.9556,1.662,NA,NA,"scan needed"
"888",2379,19,2022-05-09,"md","blue oak",0.9764,1.7966,61.428,65.6281395,"done"
"889",2379,21,2022-05-23,"md","blue oak",0.853,1.4484,NA,NA,"scan needed"
"890",2379,29,2022-07-19,"md","blue oak",0.354,0.5552,NA,NA,"scan needed"
"891",2379,33,2022-08-18,"md","blue oak",0.8028,1.3357,53.055,56.682635625,"done"
"892",2379,37,2022-09-15,"md","blue oak",0.2905,0.472,17.091,18.259597125,"done"
"893",2379,12,2022-03-25,"pd","blue oak",0.988,2.164,92.632,108.092188168,"done"
"894",2379,13,2022-03-30,"pd","blue oak",0.756,1.5152,NA,NA,"scan needed"
"895",2379,15,2022-04-11,"pd","blue oak",0.514,0.9412,42.757,49.893100543,"done"
"896",2379,17,2022-04-25,"pd","blue oak",0.6002,1.11,NA,NA,"scan needed"
"897",2379,19,2022-05-09,"pd","blue oak",0.9597,2.46,85.344,91.179396,"done"
"898",2379,19,2022-05-09,"pd","blue oak",1.2564,2.46,85.344,91.179396,"done"
"899",2379,21,2022-05-23,"pd","blue oak",0.989,1.86,62.738,67.02771075,"done"
"900",2379,33,2022-08-18,"pd","blue oak",0.754,1.25,53.87,57.55336125,"done"
"901",2379,37,2022-09-12,"pd","blue oak",0.9971,1.7069,60.886,65.04908025,"done"
"902",2380,10,2022-03-08,"md","live oak",0.748,1.225,67.499,76.028646133,"done"
"903",2380,12,2022-03-25,"md","live oak",1.597,2.803,77.898,87.741736566,"done"
"904",2380,14,2022-04-06,"md","live oak",NA,NA,6.699,13.599755158,"done"
"905",2380,14,2022-04-06,"md","live oak",NA,NA,5.375,13.599755158,"done"
"906",2380,15,2022-04-13,"md","live oak",1.1364,1.7381,53.074,141.738644179,"done"
"907",2380,15,2022-04-13,"md","live oak",1.1364,1.7381,72.763,141.738644179,"done"
"908",2380,17,2022-04-25,"md","live oak",0.8595,1.36,NA,NA,"scan needed"
"909",2380,18,2022-05-04,"md","live oak",2.3583,3.684,NA,NA,"scan needed"
"910",2380,19,2022-05-09,"md","live oak",1.378,2.1975,77.435,81.98089911,"done"
"911",2380,21,2022-05-23,"md","live oak",1.206,1.89,2.828,55.559832174,"done"
"912",2380,21,2022-05-23,"md","live oak",1.206,1.89,49.651,55.559832174,"done"
"913",2380,29,2022-07-19,"md","live oak",0.516,0.7711,NA,NA,"scan needed"
"914",2380,33,2022-08-18,"md","live oak",0.8544,1.2698,39.457,41.773362642,"done"
"915",2380,37,2022-09-15,"md","live oak",0.6429,0.948,17.939,18.992126934,"done"
"916",2380,12,2022-03-25,"pd","live oak",3.531,6.155,172.562,194.368142254,"done"
